"CDSR.id","ma.id","study.name","sens","sens.lb","sens.ub","spec","spec.lb","spec.ub","TP","FP","FN","TN"
"CD009551",285,"Florent 2006",0.878787878787879,0.717983867182876,0.96596688935251,0.514925373134328,0.427076190265257,0.602100635642436,29,65,4,69
"CD009551",285,"Halliday 2006",1,0.752947330474854,1,0.378048780487805,0.273235007030208,0.49194598197937,13,51,0,31
"CD009551",285,"Hebart 2000a",0.722222222222222,0.465198278427124,0.903050793541802,0.891891891891892,0.798050145845155,0.952156273094384,13,8,5,66
"CD009551",285,"Hummel 2009",0.8,0.283581924438477,0.994948959350586,0.738461538461539,0.614606534517728,0.83967170715332,4,17,1,48
"CD009551",285,"Imbert 2016",0.666666666666667,0.520787239074707,0.792416572570801,0.97752808988764,0.965506344698788,0.986220799135358,34,20,17,870
"CD009551",285,"Landlinger 2010",1,0.397634983062744,1,0.462809917355372,0.371744266226272,0.55573809048361,4,65,0,56
"CD009551",285,"Loeffler 2017",1,0.397634983062744,1,0.542857142857143,0.36645792552403,0.711728777204241,4,16,0,19
"CD009551",285,"Pini 2015",0.466666666666667,0.283417701721191,0.656744639078776,0.975609756097561,0.871445725603802,0.999382577291349,14,1,16,40
"CD009551",285,"Ramírez 2009",0.7,0.347547006607056,0.933260631561279,0.947826086956522,0.889895376951798,0.980615101689878,7,6,3,109
"CD009551",285,"Rogers 2013",0.8,0.519108963012695,0.95668830871582,0.564885496183206,0.475527195530083,0.651243551996828,12,57,3,74
"CD009551",285,"Rogers 2013",0.666666666666667,0.471879641215006,0.827125867207845,0.382352941176471,0.287865554585176,0.483860310386209,20,63,10,39
"CD009551",285,"Rogers 2013",0.866666666666667,0.595397345225016,0.983424123128255,0.610687022900763,0.521641214385288,0.694611025220565,13,51,2,80
"CD009551",285,"Rogers 2013",0.533333333333333,0.343255360921224,0.716582298278809,0.843137254901961,0.757799214007808,0.907597261316636,16,16,14,86
"CD009551",285,"Schwarzinger 2013",0.727272727272727,0.390257748690518,0.939782489429821,0.454022988505747,0.378525542116713,0.531113155956926,8,95,3,79
"CD009551",285,"Springer 2011",0.666666666666667,0.0942996342976888,0.991596539815267,0.627906976744186,0.467250790706901,0.770248413085938,2,16,1,27
"CD009551",285,"Springer 2016",0.944444444444444,0.727056476804945,0.998594072129991,0.509933774834437,0.427387875436947,0.592081802570267,17,74,1,77
"CD009551",285,"Suarez 2008",0.733333333333333,0.448996512095133,0.922128550211589,0.944954128440367,0.884033111257291,0.979533764200473,11,6,4,103
"CD009551",285,"Suarez 2008",1,0.781980991363525,1,0.944954128440367,0.884033111257291,0.979533764200473,15,6,0,103
"CD009551",285,"Sugawara 2013",0.666666666666667,0.2992951075236,0.925145149230957,0.963636363636364,0.874735979600386,0.995565241033381,6,2,3,53
"CD009551",285,"von Lilienfeld-Toal 2009",1,0.292401790618896,1,0.974137931034483,0.92627857060268,0.994634299442686,3,3,0,113
"CD009579",293,"Abdel_x002d_Wahab 1992",0.563380281690141,0.477690629556145,0.646369490824955,0.635714285714286,0.576360092844282,0.692162493297032,80,102,62,178
"CD009579",293,"Abdel-Wahab 2000",0.71919770773639,0.684263419285203,0.752266241691174,0.766515837104072,0.753757215732902,0.778921553667854,502,1032,196,3388
"CD009579",293,"Anosike 2001",0.41025641025641,0.370083148662861,0.451340589767847,0.819727891156463,0.786224675016338,0.849978745389147,240,106,345,482
"CD009579",293,"Aryeetey 2000",0.548624754420432,0.526706730452877,0.570402408161426,0.363117870722433,0.321940137406266,0.405843581536877,1117,335,919,191
"CD009579",293,"Ayele 2008",0.795918367346939,0.702562049943574,0.870658018151108,0.898148148148148,0.825064230848242,0.948049509966815,78,11,20,97
"CD009579",293,"Bassiouny 2014",0.619047619047619,0.528293904804048,0.704069228399368,0.940350877192982,0.91764105411998,0.958340909188254,78,34,48,536
"CD009579",293,"Birrie 1995_settingA",0.6,0.146632862091064,0.947255325317383,0.867549668874172,0.802877018783266,0.917181911847449,3,20,2,131
"CD009579",293,"Birrie 1995_settingB",0.769230769230769,0.563525053171011,0.910260273860051,0.821052631578947,0.729020359641627,0.892159813328793,20,17,6,78
"CD009579",293,"Birrie 1995_settingC",0.782608695652174,0.666919003362241,0.872917092364768,0.664516129032258,0.584345549921836,0.73825932164346,54,52,15,103
"CD009579",293,"Bogoch 2012",1,0.823533535003662,1,0.931034482758621,0.893193360032706,0.95861737481479,19,18,0,243
"CD009579",293,"Bosompem 1996",0.761467889908257,0.670347813072554,0.837884990447158,0.933333333333333,0.872863324483236,0.970780690511068,83,8,26,112
"CD009579",293,"Bosompem 2004",0.388235294117647,0.284378309810863,0.500116527781767,0.910714285714286,0.803806262356894,0.970370360783168,33,5,52,51
"CD009579",293,"Cooppan 1987",0.830486202365309,0.801903628175112,0.856479020688913,0.883333333333333,0.827204664548238,0.926312065124511,632,21,129,159
"CD009579",293,"El-Sayed 1995",0.428571428571429,0.218196732657296,0.65979358128139,0.714285714285714,0.676830496106829,0.749672208513533,9,176,12,440
"CD009579",293,"Eltoum 1992",0.782122905027933,0.714413573622038,0.84024460222468,0.5,0.435816287994385,0.564183712005615,140,123,39,123
"CD009579",293,"Etard 2004",0.634042553191489,0.602335164902058,0.664906741203146,0.797206414899121,0.778578530058488,0.814928341947932,596,392,344,1541
"CD009579",293,"Fatiregun 2005",0.680555555555556,0.560141649511126,0.785581946372986,0.905769230769231,0.877337394310878,0.929473224053016,49,49,23,471
"CD009579",293,"French 2007",0.842307692307692,0.792213496795068,0.884398937225342,0.973776223776224,0.965066735561077,0.980809538514464,219,45,41,1671
"CD009579",293,"Gabr 2000",0.603351955307263,0.573378440388088,0.632757767618701,0.831210778885197,0.824023724702417,0.838219732233148,648,1829,426,9007
"CD009579",293,"Gigase 1988",0.935185185185185,0.871009018686083,0.973545851530852,0.896551724137931,0.812686821510052,0.951594254066204,101,9,7,78
"CD009579",293,"Gundersen 1996",0.980392156862745,0.895524959938199,0.999503640567555,0.244019138755981,0.187410336362118,0.308042868472743,50,158,1,51
"CD009579",293,"Hall 1999",0.833333333333333,0.358765522638957,0.995789527893066,0.973076923076923,0.959138850065378,0.983258936955379,5,21,1,759
"CD009579",293,"Hammad 1997",0.664179104477612,0.635020366355554,0.692433734438313,0.779042026059828,0.771132926587381,0.786802072397261,712,2408,360,8490
"CD009579",293,"Hammam 2000_a",0.416666666666667,0.376473665237427,0.457701484362284,0.836734693877551,0.828919751303536,0.844330145388233,245,1464,343,7503
"CD009579",293,"Hammam 2000_b",0.614114114114114,0.575952484801009,0.65125988481997,0.78336192109777,0.775771294572545,0.790810755800015,409,2526,257,9134
"CD009579",293,"Houmsou 2011",0.648068669527897,0.602802020797402,0.691442194926381,0.896656534954407,0.870829824256317,0.918853319162294,302,68,164,590
